year;competition_name;Apollon's Wheels;Max Deadlift;Hummer Push;Timber Carry;Medicine Ball Toss;Hammer Lift;Dumbbell Press;Weight Throw;Super Yoke;Manhood Stones;Austrian Oak;Bale Tote;Cyr Dumbbell;Bag Over Bar;Stone to Shoulder;Húsafell Stone;Wheel of Pain;Trial by Stone;Max Squat;Max Log Lift;Steintossen;Webster Stones;Stones of Strength;Car Walk;Farmer's Walk;Atlas Stones;Truck Pull;Natural Stones;Frame Carry;Stone Over Bar;Log Lift;Deadlift;Arm Over Arm Pull;Keg Toss;Squat Lift;Viking Press;Power Stairs;Medley;Axle Press;Tank Pull;Sack Carry;Loading Race;Boat Pull;Car Flip;Crucifix Hold;Bar Bend;Tug of War;Tire Flip;Hercules Hold;Rock Press;Conan's Wheel;Wheelbarrow Carry;Block Carry;Max Axle Press;Shield Carry;Overhead Medley;Front Hold;Bus Pull;Flip & Drag;Nicol Stones;Deadlift Ladder;Carry & Drag;Log Ladder;Load & Push;Deadlift Hold;Fingal's Fingers;Carry Medley;Log Medley;Africa Stone;Sled Pull;Keg Carry;Hip Lift;Carry & Flip;Cross Carry;Pole Push;Safe Lift;Dumbbell Medley;Max Stone Press;Vertical Lift;Cyr Dumbbell Ladder;Inver Stones;Rogue-a-Coaster;The Duel;Sandbag Toss;Leg Press;Medley #1;Chest Press;Medley #2;Flag Hoist;McGlashen Stones;Plane Pull;Train Pull;Fridge Carry;Ding Carry;Circus Barbell;Kettlebell Toss;Overhead Press;Giant's Medley;Titan's Turntable;Flintstone Barbell;Max Dumbbell;Basque Circle;Car Pull;Giant Farmer's Walk;Wrestling;Block Press;Norse Hammers;Load & Drag;Bullion Toss;Last Man Standing;Elephant Carry;Load & Carry;Circle of Strength;Loading Medley;Pickaxe Hold;Stone Off;Train Push;Wrecking Ball Hold;Deadlift Machine;Chain Railway Carriage;Axle Death-Lift
2007;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;23.75 s;;5 in 20.83 s;53.93 s;;;;;2 reps;;;;;;;;;;4 in 47.81 s;;;;;;;;;;;;;;;;;;;;;;;;5 in 31.78 s;;;;;;;;;;12 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;27.69 s;;5 in 23.83 s;48.01 s;;;;;4 reps;;;;;;;;;;3 in 62.25 s;;;;;;;;;;;;;;;;;;;;;;;;5 in 36.86 s;;;;;;;;;;11 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;28.84 s;;5 in 19.88 s;22.74 m;;;;;5 reps;;;;;;;;;;4 in 44.10 s;;;;;;;;;;;;;;;;;;;;;;;;5 in 34.17 s;;;;;;;;;;1 rep;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;22.18 s;;5 in 24.85 s;16.14 m;;;;;11 reps;;;;;;;;;;1 in 73.05 s;;;;;;;;;;;;;;;;;;;;;;;;4 in 35.30 s;;;;;;;;;;7 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;24.09 s;;5 in 22.10 s;15.1 m;;;;;7 reps;;;;;;;;;;1 in 69.57 s;;;;;;;;;;;;;;;;;;;;;;;;3 in 26.28 s;;;;;;;;;;10 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;34.09 s;;Withdrew;22.85 m;;;;;0 reps;;;;;;;;;;3 in 63.47 s;;;;;;;;;;;;;;;;;;;;;;;;5 in 36.27 s;;;;;;;;;;7 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;Withdrew;;Withdrew;Withdrew;;;;;Withdrew;;;;;;;;;;0 in 75.00 s;;;;;;;;;;;;;;;;;;;;;;;;Withdrew;;;;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;16.70 s;;5 in 24.40 s;;;;;10 reps;10 reps;;;;;40.94 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 41.38 s;;;;;;;;;;;;;;;;;;;;;;;;;36.67 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;15.12 s;;5 in 30.44 s;;;;;11 reps;10 reps;;;;;54.33 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 37.18 s;;;;;;;;;;;;;;;;;;;;;;;;;38.67 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;14.23 s;;5 in 22.70 s;;;;;4 reps;7 reps;;;;;71.81 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 34.91 s;;;;;;;;;;;;;;;;;;;;;;;;;49.09 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;13.12 s;;5 in 26.01 s;;;;;6 reps;2 reps;;;;;13 stairs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 36.01 s;;;;;;;;;;;;;;;;;;;;;;;;;37.66 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;16.37 s;;5 in 25.54 s;;;;;7 reps;7 reps;;;;;12 stairs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 44.96 s;;;;;;;;;;;;;;;;;;;;;;;;;50.00 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;18.46 s;;5 in 25.87 s;;;;;8 reps;2 reps;;;;;12 stairs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 37.02 s;;;;;;;;;;;;;;;;;;;;;;;;;49.04 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;15.7 m;;5 in 25.89 s;;;;;7 reps;3 reps;;;;;13 stairs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4 in 29.58 s;;;;;;;;;;;;;;;;;;;;;;;;;40.19 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;15.5 m;;5 in 19.85 s;;;;;5 reps;5 reps;;;;;12 stairs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 73.98 s;;;;;;;;;;;;;;;;;;;;;;;;;21.8 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;26.23 s;;5 in 34.41 s;;;;;7 reps;6 reps;;;;;11 stairs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 50.57 s;;;;;;;;;;;;;;;;;;;;;;;;;51.04 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;30.38 s;;5 in 28.59 s;;;;;0 reps;2 reps;;;;;8 stairs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 66.88 s;;;;;;;;;;;;;;;;;;;;;;;;;38.69 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;;36.20 s;5 in 24.63 s;;;;;;11 reps;62.94 s;;;;;;9 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 28.69 s;;;;;;;;;;;;;;;;;;;;;;;;;40.24 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;;25.05 s;5 in 26.57 s;;;;;;9 reps;39.38 s;;;;;;8 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 36.47 s;;;;;;;;;;;;;;;;;;;;;;;;;40.91 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;;48.80 s;5 in 25.62 s;;;;;;8 reps;32.44 s;;;;;;6 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 32.37 s;;;;;;;;;;;;;;;;;;;;;;;;;40.53 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;;31.63 s;5 in 27.03 s;;;;;;9 reps;62.06 s;;;;;;8 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 35.38 s;;;;;;;;;;;;;;;;;;;;;;;;;41.12 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;;45.05 m;5 in 24.29 s;;;;;;7 reps;45.88 s;;;;;;7 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 34.85 s;;;;;;;;;;;;;;;;;;;;;;;;;40.53 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;;37.13 s;5 in 25.22 s;;;;;;8 reps;47.07 s;;;;;;2 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 43.07 s;;;;;;;;;;;;;;;;;;;;;;;;;38.19 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;;36.86 s;5 in 28.67 s;;;;;;0 reps;50.89 s;;;;;;5 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 37.57 s;;;;;;;;;;;;;;;;;;;;;;;;;42.56 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;;72.37 s;5 in 32.13 s;;;;;;5 reps;66.14 s;;;;;;4 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 32.08 s;;;;;;;;;;;;;;;;;;;;;;;;;45.53 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;;33.54 s;4 in 28.03 s;;;;;;6 reps;51.13 s;;;;;;2 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;4 in 38.03 s;;;;;;;;;;;;;;;;;;;;;;;;;45.54 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;;50.45 s;5 in 51.47 s;;;;;;3 reps;12.3 m;;;;;;5 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;4 in 44.11 s;;;;;;;;;;;;;;;;;;;;;;;;;46.69 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final;;;;;;;;;;;;;;;;;;;;210 kg;;;;;;5 in 29.64 s;;;26.54 s;;;11 reps;;8 in 21.19 s;;;;;;;;2 in 45.58 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final;;;;;;;;;;;;;;;;;;;;177.5 kg;;;;;;5 in 27.11 s;;;40.05 s;;;11 reps;;8 in 20.75 s;;;;;;;;3 in 68.89 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final;;;;;;;;;;;;;;;;;;;;202.5 kg;;;;;;5 in 39.83 s;;;40.84 s;;;10 reps;;8 in 27.61 s;;;;;;;;3 in 68.34 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final;;;;;;;;;;;;;;;;;;;;170 kg;;;;;;5 in 28.23 s;;;33.67 s;;;5 reps;;8 in 36.53 s;;;;;;;;2 in 50.13 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final;;;;;;;;;;;;;;;;;;;;155 kg;;;;;;3 in 20.29 s;;;6.4 m;;;8 reps;;8 in 22.16 s;;;;;;;;3 in 58.72 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final;;;;;;;;;;;;;;;;;;;;155 kg;;;;;;4 in 36.01 s;;;33.32 s;;;9 reps;;4 in 23.14 s;;;;;;;;2 in 47.51 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final;;;;;;;;;;;;;;;;;;;;155 kg;;;;;;3 in 27.12 s;;;35.8 m;;;7 reps;;8 in 41.69 s;;;;;;;;3 in 72.57 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final;;;;;;;;;;;;;;;;;;;;155 kg;;;;;;5 in 53.23 s;;;26.1 m;;;8 reps;;6 in 30.63 s;;;;;;;;2 in 45.73 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final;;;;;;;;;;;;;;;;;;;;185 kg;;;;;;4 in 30.95 s;;;8.1 m;;;1 rep;;7 in 33.73 s;;;;;;;;2 in 48.82 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final;;;;;;;;;;;;;;;;;;;;155 kg;;;;;;5 in 41.30 s;;;2.2 m;;;4 reps;;4 in 44.28 s;;;;;;;;2 in 35.09 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final;;435 kg;;;;;;;14.28 s;;;;;;;;;;;;;;;;;5 in 19.67 s;62.81 s;;27.13 s;;5 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final;;440 kg;;;;;;;16.33 s;;;;;;;;;;;;;;;;;5 in 26.20 s;71.63 s;;41.28 s;;10 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final;;435 kg;;;;;;;16.13 s;;;;;;;;;;;;;;;;;5 in 26.77 s;28.52 m;;28.5 m;;5 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final;;415 kg;;;;;;;16.29 s;;;;;;;;;;;;;;;;;4 in 49.19 s;27.8 m;;18.72 s;;4 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final;;415 kg;;;;;;;19.16 s;;;;;;;;;;;;;;;;;4 in 17.32 s;27.67 m;;16.6 m;;7 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final;;370 kg;;;;;;;23.50 s;;;;;;;;;;;;;;;;;5 in 24.35 s;57.94 s;;3.5 m;;3 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final;;400 kg;;;;;;;20.37 s;;;;;;;;;;;;;;;;;5 in 38.99 s;17.13 m;;26.37 m;;7 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final;;370 kg;;;;;;;14.26 s;;;;;;;;;;;;;;;;;Withdrew;22 m;;18.10 s;;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final;;370 kg;;;;;;;27.06 s;;;;;;;;;;;;;;;;;5 in 27.46 s;12.22 m;;23.25 s;;2 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final;;370 kg;;;;;;;0.26 m;;;;;;;;;;;;;;;;;Withdrew;13 m;;13.15 m;;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final;;;;;;;;;37.89 s;;;;;;;;;;;220 kg;;;;;;;;5 in 32.13 s;;;;8 reps;;;;;42.83 s;;;;;;;;;;;;;;;;;;;;;55.35 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final;;;;;;;;;30.05 s;;;;;;;;;;;200 kg;;;;;;;;5 in 33.29 s;;;;7 reps;;;;;11 stairs;;;;;;;;;;;;;;;;;;;;;52.56 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final;;;;;;;;;33.55 s;;;;;;;;;;;185 kg;;;;;;;;5 in 25.52 s;;;;4 reps;;;;;36.82 s;;;;;;;;;;;;;;;;;;;;;44.71 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final;;;;;;;;;28.40 s;;;;;;;;;;;185 kg;;;;;;;;5 in 38.56 s;;;;6 reps;;;;;45.61 s;;;;;;;;;;;;;;;;;;;;;65.12 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final;;;;;;;;;31.49 s;;;;;;;;;;;210 kg;;;;;;;;5 in 37.40 s;;;;3 reps;;;;;43.77 s;;;;;;;;;;;;;;;;;;;;;70.41 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final;;;;;;;;;31.85 s;;;;;;;;;;;210 kg;;;;;;;;5 in 49.27 s;;;;5 reps;;;;;13 stairs;;;;;;;;;;;;;;;;;;;;;4.55 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final;;;;;;;;;32.27 s;;;;;;;;;;;170 kg;;;;;;;;4 in 41.77 s;;;;7 reps;;;;;Withdrew;;;;;;;;;;;;;;;;;;;;;42.97 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final;;;;;;;;;27.3 m;;;;;;;;;;;No lift;;;;;;;;5 in 53.44 s;;;;6 reps;;;;;74.84 s;;;;;;;;;;;;;;;;;;;;;9.9 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final;;;;;;;;;33.9 m;;;;;;;;;;;185 kg;;;;;;;;5 in 59.19 s;;;;3 reps;;;;;10 stairs;;;;;;;;;;;;;;;;;;;;;19.9 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final;;;;;;;;;25.75 m;;;;;;;;;;;185 kg;;;;;;;;1 in 7.58 s;;;;3 reps;;;;;Withdrew;;;;;;;;;;;;;;;;;;;;;1.6 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final;;442.5 kg;;;;;;;13.64 s;;;;;;;;;;;;;;;;;5 in 24.82 s;41.23 s;;25.7 m;;;;;;;;;;;;;;;;;;;;;;;;;;;2 in 19.56 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final;;420 kg;;;;;;;14.16 s;;;;;;;;;;;;;;;;;5 in 25.63 s;45.81 s;;19.7 m;;;;;;;;;;;;;;;;;;;;;;;;;;;4 in 43.53 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final;;400 kg;;;;;;;17.77 s;;;;;;;;;;;;;;;;;5 in 23.31 s;40.19 s;;43.47 s;;;;;;;;;;;;;;;;;;;;;;;;;;;1 in 23.51 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final;;400 kg;;;;;;;16.94 s;;;;;;;;;;;;;;;;;5 in 31.10 s;49.77 s;;20.14 s;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 43.56 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final;;370 kg;;;;;;;19.03 s;;;;;;;;;;;;;;;;;5 in 27.16 s;46.95 s;;21.30 s;;;;;;;;;;;;;;;;;;;;;;;;;;;4 in 68.17 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final;;400 kg;;;;;;;16.57 s;;;;;;;;;;;;;;;;;5 in 48.80 s;45.92 s;;15.9 m;;;;;;;;;;;;;;;;;;;;;;;;;;;2 in 28.00 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final;;370 kg;;;;;;;16.51 s;;;;;;;;;;;;;;;;;4 in 35.66 s;42.47 s;;36.71 s;;;;;;;;;;;;;;;;;;;;;;;;;;;0 in 75.00 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final;;No lift;;;;;;;29.35 s;;;;;;;;;;;;;;;;;5 in 35.27 s;50.21 s;;0.4 m;;;;;;;;;;;;;;;;;;;;;;;;;;;2 in 34.36 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final;;No lift;;;;;;;22.16 s;;;;;;;;;;;;;;;;;4 in 38.76 s;54.98 s;;15 m;;;;;;;;;;;;;;;;;;;;;;;;;;;2 in 47.83 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final;;Withdrew;;;;;;;Withdrew;;;;;;;;;;;;;;;;;Withdrew;Withdrew;;12.7 m;;;;;;;;;;;;;;;;;;;;;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 23.53 s;44.15 s;;;;;;;8 in 30.42 s;15 reps;;;;;;;3 in 38.49 s;;;;;;;;;;;;;;4 in 26.42 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 19.46 s;42.12 s;;;;;;;8 in 16.35 s;7 reps;;;;;;;3 in 36.07 s;;;;;;;;;;;;;;4 in 28.46 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 23.94 s;40.56 s;;;;;;;8 in 16.59 s;10 reps;;;;;;;3 in 44.18 s;;;;;;;;;;;;;;4 in 29.02 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 36.92 s;53.51 s;;;;;;;8 in 28.94 s;3 reps;;;;;;;3 in 41.85 s;;;;;;;;;;;;;;4 in 30.58 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 28.47 s;43.35 s;;;;;;;6 in 60.00 s;2 reps;;;;;;;3 in 52.34 s;;;;;;;;;;;;;;1 in 52.15 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 38.32 s;21.4 m;;;;;;;6 in 60.00 s;14 reps;;;;;;;3 in 57.07 s;;;;;;;;;;;;;;3 in 40.17 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 32.67 s;50.10 s;;;;;;;6 in 60.00 s;1 rep;;;;;;;3 in 49.66 s;;;;;;;;;;;;;;0 in 60.00 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 37.02 s;17.3 m;;;;;;;6 in 60.00 s;8 reps;;;;;;;3 in 54.20 s;;;;;;;;;;;;;;1 in 26.50 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 34.68 s;19.1 m;;;;;;;4 in 60.00 s;11 reps;;;;;;;3 in 53.23 s;;;;;;;;;;;;;;0 in 60.00 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;WSM Final;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 23.44 s;23.1 m;;;;;;;4 in 60.00 s;8 reps;;;;;;;3 in 55.92 s;;;;;;;;;;;;;;4 in 57.44 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
