year;competition_name;competitor;Apollon's Wheels;Max Deadlift;Hummer Push;Timber Carry;Medicine Ball Toss;Hammer Lift;Dumbbell Press;Weight Throw;Super Yoke;Manhood Stones;Austrian Oak;Bale Tote;Cyr Dumbbell;Bag Over Bar;Stone to Shoulder;Húsafell Stone;Wheel of Pain;Trial by Stone;Max Squat;Max Log Lift;Steintossen;Webster Stones;Stones of Strength;Car Walk;Farmer's Walk;Atlas Stones;Truck Pull;Natural Stones;Frame Carry;Stone Over Bar;Log Lift;Deadlift;Arm Over Arm Pull;Keg Toss;Squat Lift;Viking Press;Power Stairs;Medley;Axle Press;Tank Pull;Sack Carry;Loading Race;Boat Pull;Car Flip;Crucifix Hold;Bar Bend;Tug of War;Tire Flip;Hercules Hold;Rock Press;Conan's Wheel;Wheelbarrow Carry;Block Carry;Max Axle Press;Shield Carry;Overhead Medley;Front Hold;Bus Pull;Flip & Drag;Nicol Stones;Deadlift Ladder;Carry & Drag;Log Ladder;Load & Push;Deadlift Hold;Fingal's Fingers;Carry Medley;Log Medley;Africa Stone;Sled Pull;Keg Carry;Hip Lift;Carry & Flip;Cross Carry;Pole Push;Safe Lift;Dumbbell Medley;Max Stone Press;Vertical Lift;Cyr Dumbbell Ladder;Inver Stones;Rogue-a-Coaster;The Duel;Sandbag Toss;Leg Press;Medley #1;Chest Press;Medley #2;Flag Hoist;McGlashen Stones;Plane Pull;Train Pull;Fridge Carry;Ding Carry;Circus Barbell;Kettlebell Toss;Overhead Press;Giant's Medley;Titan's Turntable;Flintstone Barbell;Max Dumbbell;Basque Circle;Car Pull;Giant Farmer's Walk;Wrestling;Block Press;Norse Hammers;Load & Drag;Bullion Toss;Last Man Standing;Elephant Carry;Load & Carry;Circle of Strength;Loading Medley;Pickaxe Hold;Stone Off;Train Push;Wrecking Ball Hold;Deadlift Machine;Chain Railway Carriage;Axle Death-Lift
2021;Força Bruta;R. Heinla;;;;;;;;;;;;;;;;;;;;;;;;;;;31.24;;;;;;;7.0;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Força Bruta;C. Quiroga;;;;;;;;;;;;;;;;;;;;;;;;;;;33.18;;;;;;;4.0;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Força Bruta;T. Aparecido;;;;;;;;;;;;;;;;;;;;;;;;;;;45.71;;;;;;;2.0;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;ForÃ§a Bruta;J. Caron;;;;;;;;;;;;;;;;;;;;;;;;;;;47.0;;;;;6.0;;80.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;ForÃ§a Bruta;R. Heinla;;;;;;;;;;;;;;;;;;;;;;;;;;;68.0;;;;;4.0;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;ForÃ§a Bruta;R. Kearney;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;4.0;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;ForÃ§a Bruta;D. Skosyrskii;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;3.0;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;Força Bruta;J. Caron;;;;;;;;;;;;;;;;;;;;;;;;;;;47.0;;;;;6.0;;80.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;Força Bruta;R. Heinla;;;;;;;;;;;;;;;;;;;;;;;;;;;68.0;;;;;4.0;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;Força Bruta;R. Kearney;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;4.0;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;Força Bruta;D. Skosyrskii;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;3.0;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023;Força Bruta;E. Mendoza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58.0;;18.0;;0.0;;;;;;;;;;;;;;;;;;;;39.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023;Força Bruta;C. Quiroga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.0;;15.0;;78.0;;;;;;;;;;;;;;;;;;;;43.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023;Força Bruta;M. Martínez;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;;7.0;;60.0;;;;;;;;;;;;;;;;;;;;61.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023;Força Bruta;F. Nunes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;15.0;;0.0;;;;;;;;;;;;;;;;;;;;37.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Mohegan Sun;D. Poundstone;;;;;;;;;;;;;;;;;;;;;;;;;;24.33;;;21.95;;9.0;20.0;;;;;;;;;;;;;;;;;;;;;;188.0;81.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Mohegan Sun;T. Ortmayer;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;;27.83;;6.0;17.0;;;;;;;;;;;;;;;;;;;;;;186.0;77.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Mohegan Sun;B. Shaw;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;25.75;;4.0;14.0;;;;;;;;;;;;;;;;;;;;;;176.0;76.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Mohegan Sun;L. Jean;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;23.06;;6.0;17.0;;;;;;;;;;;;;;;;;;;;;;176.0;51.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Mohegan Sun;J. Årsjö;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;16.43;;6.0;5.0;;;;;;;;;;;;;;;;;;;;;;186.0;55.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Mohegan Sun;M. Koklyaev;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;18.47;;4.0;14.0;;;;;;;;;;;;;;;;;;;;;;176.0;33.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Mohegan Sun;M. Felix;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;31.2;;3.0;16.0;;;;;;;;;;;;;;;;;;;;;;0.0;54.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Mohegan Sun;T. Hollands;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;20.57;;3.0;14.0;;;;;;;;;;;;;;;;;;;;;;0.0;77.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Mohegan Sun;S. Wenta;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;1.7;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;176.0;49.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Mohegan Sun;B. Haraldsson;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;9.83;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;166.0;40.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Mohegan Sun;J. Marku;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;9.98;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;0.0;36.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Mohegan Sun;G. Benderoth;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;3.89;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;0.0;15.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Poland;J. Dymek;;;;;;;;;;;;;;;;;;;;;;;;;;16.92;;;;;;11.0;;;;15.0;41.02;23.96;;;;;;;;;;25.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Poland;M. Felix;;;;;;;;;;;;;;;;;;;;;;;;;;15.84;;;;;;14.0;;;;4.0;56.64;22.9;;;;;;;;;;29.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Poland;S. Pétursson;;;;;;;;;;;;;;;;;;;;;;;;;;19.5;;;;;;9.0;;;;9.0;68.94;24.18;;;;;;;;;;27.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Poland;K. Nee;;;;;;;;;;;;;;;;;;;;;;;;;;17.76;;;;;;12.0;;;;12.0;71.11;23.88;;;;;;;;;;39.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Poland;D. Sadler;;;;;;;;;;;;;;;;;;;;;;;;;;23.3;;;;;;11.0;;;;13.0;10.0;28.13;;;;;;;;;;29.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Poland;L. Shahlaei;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;8.0;;;;8.0;0.0;23.78;;;;;;;;;;31.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Poland;S. �ukawski;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;6.0;;;;0.0;0.0;31.31;;;;;;;;;;28.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Poland;K. Ilin;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;9.0;;;;0.0;0.0;29.79;;;;;;;;;;33.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Poland;D. Antoniok;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;6.0;;;;0.0;0.0;30.68;;;;;;;;;;29.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Poland;T. Mitt;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;0.0;;;;0.0;0.0;35.83;;;;;;;;;;33.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Poland;R. Gulbis;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;4.0;;;;0.0;0.0;33.91;;;;;;;;;;48.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Poland;R. Frampton;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;6.0;;;;0.0;0.0;38.2;;;;;;;;;;48.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Viking Power Challenge;T. Ortmayer;;;;;;;;;12.31;;;;;;;;;;;170.0;;;;;;37.15;;;;;;13.0;;;;;;33.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Viking Power Challenge;R. Skog;;;;;;;;;12.49;;;;;;;;;;;175.0;;;;;;23.09;;;;;;8.0;;;;;;31.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Viking Power Challenge;M. Koklyaev;;;;;;;;;12.41;;;;;;;;;;;180.0;;;;;;4.0;;;;;;12.0;;;;;;35.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;43.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Viking Power Challenge;S. Pétursson;;;;;;;;;13.12;;;;;;;;;;;160.0;;;;;;5.0;;;;;;8.0;;;;;;43.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Viking Power Challenge;K. Nee;;;;;;;;;13.27;;;;;;;;;;;180.0;;;;;;1.0;;;;;;12.0;;;;;;8.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Viking Power Challenge;J. Marku;;;;;;;;;23.28;;;;;;;;;;;175.0;;;;;;0.0;;;;;;11.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Viking Power Challenge;J. Årsjö;;;;;;;;;14.5;;;;;;;;;;;175.0;;;;;;0.0;;;;;;5.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Viking Power Challenge;S. Toczek;;;;;;;;;20.49;;;;;;;;;;;170.0;;;;;;0.0;;;;;;7.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Viking Power Challenge;O. Hansen;;;;;;;;;14.88;;;;;;;;;;;160.0;;;;;;0.0;;;;;;8.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Viking Power Challenge;B. Solvang;;;;;;;;;3.07;;;;;;;;;;;175.0;;;;;;0.0;;;;;;5.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Viking Power Challenge;J. Dymek;;;;;;;;;40.52;;;;;;;;;;;170.0;;;;;;0.0;;;;;;5.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Viking Power Challenge;O. Øxnevad;;;;;;;;;13.03;;;;;;;;;;;150.0;;;;;;0.0;;;;;;6.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live Poland;V. Lalas;;;;;;;;;;;;;;;;;;;;;;;;;39.31;20.69;34.82;;;;;;;;;;;;;;;22.49;;;;;;;;;498.0;;;;;;;;;;;;;;;;37.86;30.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live Poland;R. Szczepański;;;;;;;;;;;;;;;;;;;;;;;;;24.13;28.91;37.24;;;;;;;;;;;;;;;26.17;;;;;;;;;738.0;;;;;;;;;;;;;;;;25.7;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live Poland;J. Kułaga;;;;;;;;;;;;;;;;;;;;;;;;;20.11;21.88;39.48;;;;;;;;;;;;;;;24.47;;;;;;;;;726.0;;;;;;;;;;;;;;;;24.24;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live Poland;S. Toczek;;;;;;;;;;;;;;;;;;;;;;;;;37.05;22.46;35.64;;;;;;;;;;;;;;;26.76;;;;;;;;;456.0;;;;;;;;;;;;;;;;29.84;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live Poland;D. Sadler;;;;;;;;;;;;;;;;;;;;;;;;;30.25;5.0;0.0;;;;;;;;;;;;;;;27.99;;;;;;;;;732.0;;;;;;;;;;;;;;;;57.3;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live Poland;A. Kazeļņiks;;;;;;;;;;;;;;;;;;;;;;;;;19.5;3.0;31.74;;;;;;;;;;;;;;;14.5;;;;;;;;;210.0;;;;;;;;;;;;;;;;20.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live Poland;A. Klyushev;;;;;;;;;;;;;;;;;;;;;;;;;39.65;0.0;0.0;;;;;;;;;;;;;;;26.75;;;;;;;;;0.0;;;;;;;;;;;;;;;;40.86;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live Poland;S. Pétursson;;;;;;;;;;;;;;;;;;;;;;;;;28.07;0.0;0.0;;;;;;;;;;;;;;;33.16;;;;;;;;;0.0;;;;;;;;;;;;;;;;27.7;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live Poland;S. Kurek;;;;;;;;;;;;;;;;;;;;;;;;;13.6;0.0;0.0;;;;;;;;;;;;;;;29.73;;;;;;;;;0.0;;;;;;;;;;;;;;;;27.4;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live Poland;A. Haugen;;;;;;;;;;;;;;;;;;;;;;;;;24.25;0.0;0.0;;;;;;;;;;;;;;;0.0;;;;;;;;;0.0;;;;;;;;;;;;;;;;13.9;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live Poland;A. Moonen;;;;;;;;;;;;;;;;;;;;;;;;;11.2;0.0;0.0;;;;;;;;;;;;;;;39.82;;;;;;;;;0.0;;;;;;;;;;;;;;;;4.5;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live Poland;K. Nee;;;;;;;;;;;;;;;;;;;;;;;;;13.65;0.0;0.0;;;;;;;;;;;;;;;0.0;;;;;;;;;0.0;;;;;;;;;;;;;;;;4.05;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live South Africa;B. Shaw;;;;;;;;;;;;;;;;;;;;170.0;;;;;35.1;17.76;;;;;;8.0;;26.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live South Africa;M. Koklyaev;;;;;;;;;;;;;;;;;;;;190.0;;;;;29.9;18.81;;;;;;10.0;;50.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live South Africa;T. Hollands;;;;;;;;;;;;;;;;;;;;170.0;;;;;28.74;18.02;;;;;;8.0;;36.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live South Africa;S. Pétursson;;;;;;;;;;;;;;;;;;;;160.0;;;;;37.41;20.21;;;;;;3.0;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live South Africa;M. Felix;;;;;;;;;;;;;;;;;;;;140.0;;;;;30.32;21.44;;;;;;8.0;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live South Africa;E. Smit;;;;;;;;;;;;;;;;;;;;140.0;;;;;26.15;41.2;;;;;;7.0;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live South Africa;F. Scheun;;;;;;;;;;;;;;;;;;;;170.0;;;;;44.3;22.41;;;;;;0.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live South Africa;K. Ilin;;;;;;;;;;;;;;;;;;;;170.0;;;;;35.1;26.0;;;;;;2.0;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live South Africa;R. Skog;;;;;;;;;;;;;;;;;;;;140.0;;;;;40.3;25.15;;;;;;2.0;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live South Africa;G. van Staden;;;;;;;;;;;;;;;;;;;;160.0;;;;;43.6;5.0;;;;;;1.0;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live South Africa;A. Sweeney;;;;;;;;;;;;;;;;;;;;140.0;;;;;8.5;0.0;;;;;;0.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live South Africa;V. Mseswa;;;;;;;;;;;;;;;;;;;;0.0;;;;;33.3;0.0;;;;;;0.0;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live Turkey;Ž. Savickas;;;;;;;;;;;;;;;;;;;;;;;;;;14.25;;;;;6.0;20.0;;;;;;33.13;;;;;;;;;;;;;;;;215.0;40.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live Turkey;B. Shaw;;;;;;;;;;;;;;;;;;;;;;;;;;14.2;;;;;3.0;20.0;;;;;;35.34;;;;;;;;;;;;;;;;195.0;45.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live Turkey;S. Pétursson;;;;;;;;;;;;;;;;;;;;;;;;;;18.35;;;;;2.0;8.0;;;;;;32.85;;;;;;;;;;;;;;;;195.0;28.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live Turkey;L. Shahlaei;;;;;;;;;;;;;;;;;;;;;;;;;;14.5;;;;;0.0;16.0;;;;;;28.14;;;;;;;;;;;;;;;;205.0;21.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live Turkey;P. Pîrjol;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;6.0;4.0;;;;;;59.2;;;;;;;;;;;;;;;;195.0;40.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live Turkey;M. Felix;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;2.0;19.0;;;;;;36.33;;;;;;;;;;;;;;;;0.0;20.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Giants Live Turkey;K. Ilin;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;5.0;12.0;;;;;;54.2;;;;;;;;;;;;;;;;195.0;9.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
